@relation 'testset 2att'

@attribute Tweet string
@attribute Tekst {SPAM,NEWS,SPORTS}

@data
'bigreporter burundian civil society fights back but will it be enough #news',NEWS
'#news #flu uk s chief vet talks bird flu control trade impact and risks farmersweekly',NEWS
'bigreporter it news #africa top tech #stories of the week #news',SPAM
'bigreporter nigeria army recaptures more communities from boko haram #news',NEWS
'#news #india cricket world cup rampant india too strong for uae in pool b bbc sport',SPORTS
'rt #news #seo #social bobbi kristina brown not brain dead bobbi kristina brown has been in a medically induced co http',NEWS
'bigreporter #zimbabwe #algerian #envoy #meets #president #news',NEWS
'bigreporter #malawi un #urges #quick #response to halt #cholera #spread #news',NEWS
'bigreporter embassy blasts in somalia kenya u s convicts saudi man #news',NEWS
'#news #mostrecent elizabeth warren fans at cpac via',NEWS
'bigreporter #rwanda #singer #convicted of plot to kill #president #news',NEWS
'rt #lfc #news #ynwa liverpool fc v manchester city key battles including martin skrtel v sergio aguero and joe allen',SPORTS
'bigreporter pm set to dump #medicare #co payment #news',NEWS
'huge response to search for missing becky watts findbecky #news',NEWS
'free xnxx hot blonde uses all holes to orgasmic delight #pics #news #pussy #youtube',SPAM
'#lfc #news liverpool fc v manchester city key battles including martin skrtel v sergio aguero and joe allen v davi',SPORTS
'bigreporter jetstar flight returns to melbourne due to unruly passenger #news',NEWS
'#thunder problemi per westbrook #nba #nbateams #news #oklahomacitythunder',SPORTS
'message of leader of the islamic republic of iran #letteru #letterall #quran #muhammad #islam #news',SPAM
'bigreporter #bishop to run if #leadership #spill #comes on #news',NEWS
'bigreporter ground broken for construction of wind farm in st elizabeth #news',NEWS
'rt #news russian critic wide corruption at sochi games #alternativenews #borisnemtsov #russia',NEWS
'bigreporter #laughter #floods # south #beach #news',SPAM
'bigreporter cricket world cup charles replaces injured bravo for windies #news',SPORTS
'bigreporter dust #nuisance at #mineral #heights #primary #finally over #news',SPAM
'modi government has added insult to injury congress on petrol price hike #business #news',NEWS
'#bbc #uk #news #unitedkingdom #uknews #world #worldnews #currentevents bbc s robinson to have tumour removed',NEWS
'amrut mahotsav will be a true and meaningful tribute to our freedom fighters says jaitley #business #news',NEWS
'arun jaitley proposes gold monetisation through deposit accounts in union budget #business #news',NEWS
'message of leader of the islamic republic of iran #letteru #letterall #quran #muhammad #islam #news',SPAM
'modi government has added insult to injury congress on petrol price hike #business #news',NEWS
'amrut mahotsav will be a true and meaningful tribute to our freedom fighters says jaitley #business #news',NEWS
'arun jaitley proposes gold monetisation through deposit accounts in union budget #business #news',NEWS
'inhofe q a during sasc hearing titled worldwide threats #news',NEWS
'modi government has added insult to injury congress on petrol price hike #business #news',NEWS
'amrut mahotsav will be a true and meaningful tribute to our freedom fighters says jaitley #business #news',NEWS
'arun jaitley proposes gold monetisation through deposit accounts in union budget #business #news',NEWS
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',SPAM
'rt sufjan stevens carrie amp lowell silent listening parties begin tomorrow in ny #news',NEWS
'#news boko haram and isis planning an alliance they share an apocalyptic end of days vision and now there ar',NEWS
'#wolverhampton #news air ambulance to fly at night after donations see operations extended',NEWS
'miss that great excelent food #egypt #amazi #rdworldwar #news #travel #beautiful',NEWS
'#goldcoast #news mother who tortured her maid is jailed for years in hong kong',NEWS
'good #retweets and #news about #culture on #followback',SPAM
'#fashion #news kelly osbourne set to leave fashion police we re on oh my gosh we re back on tv tying my sh',NEWS
'#news moscow march planned by nemtsov will mourn him instead with russians reeling from the cold blooded murd',NEWS
'#news startup finding the right business partner this time of year always brings a lot of talk about dat',NEWS
'john kerry lashes out at netanyahu for supporting iraq war kerry voted for it #news',NEWS
'#news #irfnews warren buffet reveals to shareholders a monumentally stupid decision but that s only half of th',NEWS
'#news #irfnews own a hyundai elantra it could be among the that just got recalled',NEWS
'bigreporter #saudi in #hi tech #front line #battle to keep is at bay #news',SPAM
'#asia india s new budget aims to boost growth and infrastructure new delhi ap india amp # s #news',NEWS
'search for missing teenager rebecca watts uncovers laptop in bristol park #breaking #news #headlines',NEWS
'melbourne he s really not dead as long via #mnn io #australia #news',SPAM
'#news #crimea is ours february',SPAM
'rt #lfc #news #ynwa liverpool fc v manchester city key battles including martin skrtel v sergio aguero and joe allen',SPORTS
'melbourne dangerous designs on ap ame via #mnn io #australia #news',NEWS
'clapper saw most terrorist attacks in years #news',NEWS
'extra tv the latest on bobbi kristina s condition a major setback and more the latest #entertainment #news',NEWS
'melbourne the most human via #mnn io #australia #news',SPAM
'gales up to mph to hit ni s coastline #ni #news',NEWS
'mourners pay respect to murdered nemtsov protest on sunday to become march to mourn russian opposition leader #news',NEWS
'#news rexach messi ate more pizzas than he should have last year in an interview with regi carles r',NEWS
'long before being nerdy was cool there was leonard nimoy pres obama #ripleonardnimoy #tfb #news #p',NEWS
'krauthammer obama is a true believer delusional #news',NEWS
'#news #seo #social lupita nyong o stolen dress recovered but are the pearls real',NEWS
'the harry potter larp organizers want to buy their own castle #tech #news',NEWS
'rt edible blueberry soul #blue #art #arts #design #nature #berry #food #eati',SPAM
'sonam kapoor tests positive for swine flu #pakistan #news',NEWS
'mountain rescue teams search for boy #global #lifestyle #showbiz #economy #news',NEWS
'sonam kapoor tests positive for swine flu the cast and crew had been shooting in the area since a week #news',NEWS
'seven year old boy sexually abused in haripur the boy was taken to women and children hospital where do #news',NEWS
'eight guilty over m paris heists #global #lifestyle #showbiz #economy #news',NEWS
'#pakistan #news sonam kapoor tests positive for swine flu',NEWS
'#pakistan #news seven year old boy sexually abused in haripur',NEWS
'more staff on gritters after assault #global #lifestyle #showbiz #economy #news',NEWS
'barnes noble splits education from retail nook division #news',NEWS
'#news weekly news quiz test your headline knowledge pot laws leonard nimoy and gaga all make the list did',SPAM
'#news #newsnight weekly news quiz test your headline knowledge pot laws leonard nimoy and gaga all make the',SPAM
'#news #newsnight must try recipes for die hard nutella fans time to separate the addicts from the posers',SPAM
'#news #newsnight photo tips from a pro who s shot with the best learn what it takes to be a pro in today s ma',SPAM
'edible blueberry soul #blue #art #arts #design #nature #berry #food #eating #prints #news',SPAM
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',SPAM
'#websitedesign #news it s easy to think of shadow it as an enemy to the traditional it way of life the name itself can conjure up im',NEWS
'#news manchester united sunderland wayne rooney brace puts united third manchester united sunderlan',SPORTS
'boris draws blank over kids football question #news',SPORTS
'#cnn #news boko haram and isis planning an alliance they share an apocalyptic end of days vision and now th',NEWS
'#cnn #news the to own of our wealth time for a change',NEWS
'cricket world cup martin crowe inducted into hall of fame new #news',SPORTS
'#cuba press release issued by the cuban delegation to the round of talks on february #news #noticias',NEWS
'#business #news this quote from former chess champion garry kasparov captures the significance of a russian opposi',NEWS
'#shenzhen discover #china s #siliconvalley of #hardware #tech #news #mediachat #blogchat #blogpr #technews #business',NEWS
'bbc #news uk edition eight guilty over m paris heists eight men are jailed over a double heist on the harry',NEWS
'rt bernie sanders tears into house republicans for passing one week dh #news obama #p #tfb #politics http',NEWS
'tumblrs call to arms net neutrality cnbc #news spy',SPAM
'did you see we re now on facebook for #offers #news amp #reviews on #ecigs check out #vapelife #vapecommunity',SPAM
'murray deaker on team nz grant dalton must go new zealand herald #news',SPORTS
'r tw t if you need more followers join #teambossygals rt share our #love #news',SPAM
'us israeli oil drilling begins in golan heights locals protest #news',NEWS
'rosario dawson amp zelda williams style up the noble awards rosario dawson looks colorful hitting #news #photos',NEWS
'#ucwradio teen charged for allegedly urging friend to kill himself #entertainment #news',NEWS
'nemtsov murder russian society polarised as theories abound bbc news #news',NEWS
'rugby aaron cruden s night for chiefs but more needed new zealand #news',SPORTS
'#ucwradio nfl a nonprofit that s anything but #news #finance',SPORTS
'#etalk demi lovato shares bikini photo and says you don t have to have a thigh gap to b #news #entertainment',SPAM
'#news wisconsin unions head to state capitol to protest right to work law republican led state se #politics',NEWS
'#startups #tech #news thousands of people admit to being the amp # designated ugly fat friend amp #',SPAM
'#thedress #news #thedress sparked a huge debate but science is here to settle things huffington post',NEWS
'marcos arroyo loyalists deny plotting coup #news #filipino',NEWS
'#news #whatsapp #startups scientists just discovered never before seen particles and they amp #apple #business',NEWS
'putin nemtsov killers will be found and punished #news',NEWS
'bigreporter leaning tower of teluk intan declared a national heritage bernama #news',NEWS
'wes brown #news sunderland s wes brown helps pupils prepare for big game sunderland echo',SPORTS
'football allardyce fumes with defence west ham boss sam allardyce was left fuming w #news #football #epl',SPORTS
